,name,catagory,symbol,linkQuate,BS_standalone_link,EQUITY SHARE CAPITAL,TOTAL SHARE CAPITAL,RESERVES AND SURPLUS,TOTAL RESERVES AND SURPLUS,TOTAL SHAREHOLDERS FUNDS,LONG TERM BORROWINGS,DEFERRED TAX LIABILITIES [NET],OTHER LONG TERM LIABILITIES,LONG TERM PROVISIONS,TOTAL NON-CURRENT LIABILITIES,SHORT TERM BORROWINGS,TRADE PAYABLES,OTHER CURRENT LIABILITIES,SHORT TERM PROVISIONS,TOTAL CURRENT LIABILITIES,TOTAL CAPITAL AND LIABILITIES,TANGIBLE ASSETS,INTANGIBLE ASSETS,CAPITAL WORK-IN-PROGRESS,OTHER ASSETS,FIXED ASSETS,NON-CURRENT INVESTMENTS,DEFERRED TAX ASSETS [NET],LONG TERM LOANS AND ADVANCES,OTHER NON-CURRENT ASSETS,TOTAL NON-CURRENT ASSETS,CURRENT INVESTMENTS,INVENTORIES,TRADE RECEIVABLES,CASH AND CASH EQUIVALENTS,SHORT TERM LOANS AND ADVANCES,OTHERCURRENTASSETS,TOTAL CURRENT ASSETS,TOTAL ASSETS,CONTINGENT LIABILITIES,RAW MATERIALS,"STORES, SPARES AND LOOSE TOOLS",TRADE/OTHER GOODS,CAPITAL GOODS,EXPENDITURE IN FOREIGN CURRENCY,DIVIDEND REMITTANCE IN FOREIGN CURRENCY,FOB VALUE OF GOODS,OTHER EARNINGS,BONUS EQUITY SHARE CAPITAL,NON-CURRENT INVESTMENTS QUOTED MARKET VALUE,NON-CURRENT INVESTMENTS UNQUOTED BOOK VALUE,CURRENT INVESTMENTS QUOTED MARKET VALUE,CURRENT INVESTMENTS UNQUOTED BOOK VALUE
0,Menon Bearings,bearings,MENONBEARINGS,MB01,http://www.moneycontrol.com/financials/menonbearings/balance-sheetVI/MB01#MB01,5.6,5.6,82.58,82.6,88.21,20.52,3.87,0.0,0.0,24.39,17.89,9.37,9.61,0.0,36.87,149.47,71.82,0.13,10.1,0.0,82.05,0.28,0.0,1.04,0.0,83.37,0.0,15.63,35.52,10.86,2.39,1.69,66.09,149.47,0.0,0.0,0.0,0.0,0.0,6.84,0.0,45.89,0.0,0.93,0.0,0.0,0.0,0.0
1,NRB Bearings,bearings,NRBBEARINGS,NRB,http://www.moneycontrol.com/financials/nrbbearings/balance-sheetVI/NRB#NRB,19.38,19.38,439.59,439.59,458.97,73.24,12.76,2.13,0.0,88.13,217.33,81.48,80.32,14.99,394.12,941.22,320.6,0.39,11.42,0.0,332.41,29.12,0.0,4.6,39.75,405.88,0.0,206.7,206.95,66.68,17.64,37.37,535.34,941.22,72.45,0.0,0.0,0.0,0.0,31.06,0.0,0.0,148.46,18.0,28.38,0.17,0.0,0.0
2,NRB Industrial,bearings,NRBINDUSTRIAL,NRB01,http://www.moneycontrol.com/financials/nrbindustrialbearings/balance-sheetVI/NRB01#NRB01,4.85,4.85,-4.08,-4.08,0.76,39.63,0.0,0.84,0.37,40.84,66.89,15.59,3.02,1.06,86.57,128.17,81.6,0.09,2.79,0.0,84.48,5.25,0.0,0.0,9.34,99.06,0.0,19.79,7.13,0.43,0.0,1.77,29.11,128.17,0.19,0.0,0.0,0.0,0.0,0.25,0.0,0.0,14.22,0.0,0.0,5.25,0.0,0.0
3,Schaeffler Ind,bearings,SCHAEFFLERIND,FAG,http://www.moneycontrol.com/financials/schaefflerindia/balance-sheetVI/FAG#FAG,31.26,31.26,2930.9,2930.9,2962.16,0.0,0.0,3.35,42.14,45.49,0.0,499.15,119.81,18.62,637.58,3645.23,894.34,0.25,166.25,0.0,1060.84,0.0,23.5,9.53,286.67,1380.54,0.0,720.49,631.94,835.36,7.84,69.06,2264.69,3645.23,316.09,1610.06,0.0,0.0,0.0,60.15,69.52,472.26,477.11,4.52,0.0,0.0,0.0,0.0
4,SKF India,bearings,SKFINDIA,SKF01,http://www.moneycontrol.com/financials/skfindia/balance-sheetVI/SKF01#SKF01,49.44,49.44,1855.81,1855.81,1905.25,0.0,0.0,40.52,7.09,47.61,0.0,412.01,91.56,12.93,516.5,2469.36,335.22,0.09,41.07,16.34,392.72,0.0,16.91,80.0,139.61,629.24,197.18,451.78,435.7,618.29,47.21,89.96,1840.12,2469.36,289.57,0.0,907.0,907.0,150.5,107.9,31.2,301.9,31.9,19.09,0.0,0.0,0.0,0.0
5,Timken,bearings,TIMKEN,TI23,http://www.moneycontrol.com/financials/timkenindia/balance-sheetVI/TI23#TI23,75.21,75.21,1501.47,1501.47,1576.67,0.0,37.7,27.21,50.23,115.14,19.96,213.9,45.85,5.97,285.67,1977.48,503.94,244.05,156.52,0.0,904.51,0.03,0.0,6.44,24.0,934.97,13.17,291.42,291.47,416.72,0.27,29.48,1042.52,1977.48,67.99,0.0,0.0,0.0,0.0,365.7,0.0,0.0,397.5,0.0,0.0,0.03,0.0,13.17
0,Assoc Alcohol,breweriesdistilleries,ASSOCALCOHOL,AAB,http://www.moneycontrol.com/financials/associatedalcoholandbreweries/balance-sheetVI/AAB#AAB,18.08,18.08,177.19,177.19,195.27,4.68,6.4,1.85,1.15,14.07,1.14,36.49,26.53,0.03,64.19,273.53,106.96,0.13,11.19,0.0,120.73,2.19,0.0,1.13,5.91,129.97,0.0,57.35,38.97,21.92,21.27,4.04,143.56,273.53,33.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,0.0,2.19,0.0,0.0
1,Globus Spirits,breweriesdistilleries,GLOBUSSPIRITS,GS,http://www.moneycontrol.com/financials/globusspirits/balance-sheetVI/GS#GS,28.8,28.8,440.08,440.08,468.88,132.79,28.26,3.66,2.73,167.44,4.48,105.71,66.8,5.18,182.17,818.49,568.7,0.0,28.94,0.0,598.25,27.45,0.0,14.49,16.61,656.81,0.0,97.86,29.28,19.73,0.71,14.1,161.68,818.49,14.87,0.0,0.0,0.0,0.0,0.0,0.0,19.82,0.0,0.0,0.0,27.45,0.0,0.0
2,GM Breweries,breweriesdistilleries,GMBREWERIES,GMB,http://www.moneycontrol.com/financials/gmbreweries/balance-sheetVI/GMB#GMB,18.29,18.29,412.1,412.1,430.39,0.0,3.58,0.27,0.0,3.85,0.0,11.09,37.66,0.84,49.59,483.83,61.99,0.0,26.06,97.04,185.1,225.98,0.0,0.0,10.91,422.0,0.0,20.57,0.97,21.56,0.0,18.74,61.84,483.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,225.98,0.0,0.0
3,IFB Agro,breweriesdistilleries,IFBAGRO,IFB,http://www.moneycontrol.com/financials/ifbagroindustries/balance-sheetVI/IFB#IFB,9.37,9.37,378.08,378.08,387.45,0.0,4.81,3.29,0.0,8.1,0.0,32.77,16.72,1.93,51.41,446.96,122.82,0.0,3.82,0.0,127.26,25.72,0.0,0.06,8.73,161.77,80.09,88.39,64.76,18.61,0.32,33.01,285.19,446.96,42.53,0.0,0.0,0.0,0.42,7.8,0.0,197.57,0.0,0.1,4.58,21.13,0.0,80.09
4,Pioneer Distill,breweriesdistilleries,PIONEERDISTILL,PDL,http://www.moneycontrol.com/financials/pioneerdistilleries/balance-sheetVI/PDL#PDL,13.42,13.42,-203.9,-203.9,-190.48,139.45,0.0,97.44,1.06,237.95,283.0,19.76,81.04,11.52,395.32,442.79,194.38,0.0,2.36,0.0,196.74,0.0,0.0,0.38,131.47,328.59,0.0,91.42,0.01,0.74,0.0,22.03,114.2,442.79,8.86,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Radico Khaitan,breweriesdistilleries,RADICOKHAITAN,RK01,http://www.moneycontrol.com/financials/radicokhaitan/balance-sheetVI/RK01#RK01,26.71,26.71,1493.57,1493.57,1520.53,1.53,78.47,5.32,11.1,96.42,397.37,264.24,129.06,52.78,843.45,2460.39,729.54,13.89,18.08,0.0,761.51,155.39,0.0,16.58,104.86,1038.34,0.0,374.18,823.05,18.24,40.74,165.84,1422.05,2460.39,35.19,0.0,0.0,0.0,0.0,0.0,0.01,95.14,0.0,0.0,0.0,0.01,0.0,0.0
6,Ravi Kumar Dist,breweriesdistilleries,RAVIKUMARDIST,RKD,http://www.moneycontrol.com/financials/ravikumardistilleries/balance-sheetVI/RKD#RKD,24.0,24.0,42.19,42.19,66.19,0.0,0.0,14.18,0.0,14.18,31.76,11.52,20.72,1.25,65.24,145.61,3.31,0.06,1.5,0.0,4.87,8.26,0.03,0.0,31.34,44.5,2.48,22.25,30.63,1.18,0.0,44.56,101.11,145.61,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,2.48
7,Som Distillerie,breweriesdistilleries,SOMDISTILLERIE,SDB,http://www.moneycontrol.com/financials/somdistilleriesandbreweries/balance-sheetVI/SDB#SDB,32.49,32.49,289.76,289.76,322.25,75.85,11.34,0.71,0.0,87.9,30.05,48.05,94.42,0.54,173.06,583.21,61.77,1.03,142.08,0.0,204.88,76.01,0.0,33.59,14.87,329.35,0.0,65.13,86.16,18.51,42.18,41.89,253.86,583.21,109.1,12.86,0.0,0.0,0.01,0.0,0.0,4.89,0.0,0.0,0.0,76.01,0.0,0.0
8,Tilaknagar Ind,breweriesdistilleries,TILAKNAGARIND,TI09,http://www.moneycontrol.com/financials/tilaknagarindustries/balance-sheetVI/TI09#TI09,125.13,125.13,-148.88,-148.88,-23.75,489.89,0.0,247.85,3.09,740.83,24.44,139.74,115.72,13.84,293.74,1010.82,480.23,1.21,0.0,0.0,481.45,47.64,0.0,0.0,98.66,627.75,0.0,59.42,236.95,12.11,0.02,74.57,383.07,1010.82,86.96,0.0,0.0,0.0,0.0,0.21,0.0,1.71,0.0,108.62,0.0,0.03,0.0,0.0
9,United Brewerie,breweriesdistilleries,UNITEDBREWERIE,UB02,http://www.moneycontrol.com/financials/unitedbreweries/balance-sheetVI/UB02#UB02,26.44,26.44,3491.53,3491.53,3517.97,8.9,0.0,11.31,16.58,36.79,160.15,544.63,1194.44,89.78,1989.0,5543.76,1876.82,23.93,199.12,0.0,2099.87,25.68,27.71,0.0,435.48,2588.74,0.0,1092.29,1349.77,73.31,0.0,439.65,2955.02,5543.76,1254.58,0.0,0.0,0.0,0.0,375.4,0.0,0.0,195.3,0.0,0.0,25.68,0.0,0.0
10,United Spirits,breweriesdistilleries,UNITEDSPIRITS,US,http://www.moneycontrol.com/financials/unitedspirits/balance-sheetVI/US#US,145.3,145.3,3664.4,3664.4,3809.7,0.0,0.0,120.3,7.0,127.3,1323.0,1171.2,1695.8,427.5,4617.5,8554.5,1304.4,30.3,101.7,0.0,1453.4,252.6,159.0,400.0,1507.6,3772.6,0.0,1836.1,2283.5,34.5,15.9,611.9,4781.9,8554.5,1747.9,0.0,0.0,0.0,0.0,510.41,0.0,0.0,317.28,0.0,0.0,0.0,0.0,0.0
0,Aksh Optifibre,cablestelephone,AKSHOPTIFIBRE,AO03,http://www.moneycontrol.com/financials/akshoptifibre/balance-sheetVI/AO03#AO03,81.35,81.35,183.21,183.21,264.56,47.6,0.0,13.01,0.54,61.16,85.14,76.67,75.92,5.82,243.56,569.27,160.93,0.99,2.25,0.0,164.17,149.77,3.56,26.14,9.07,352.71,0.0,41.71,124.04,19.2,10.83,20.78,216.57,569.27,119.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0
1,Bhagyanagar Ind,cablestelephone,BHAGYANAGARIND,BI23,http://www.moneycontrol.com/financials/bhagyanagarindia/balance-sheetVI/BI23#BI23,6.4,6.4,116.92,116.92,123.32,0.52,0.0,0.0,0.0,0.52,37.45,8.18,3.87,0.09,49.59,173.43,44.72,0.0,0.0,0.0,44.72,20.02,1.27,14.49,0.0,80.5,0.0,43.32,41.84,3.77,0.0,3.99,92.92,173.43,18.23,59.72,0.0,0.0,0.0,16.84,0.0,0.0,0.0,5.6,0.0,20.02,0.0,0.0
2,Birla Cable,cablestelephone,BIRLACABLE,BEO,http://www.moneycontrol.com/financials/birlacable/balance-sheetVI/BEO#BEO,30.0,30.0,125.79,125.79,155.79,19.29,5.59,1.12,0.21,26.21,47.47,33.12,17.12,0.82,98.53,280.53,84.75,0.13,0.0,0.0,84.88,8.87,0.0,0.28,2.16,96.18,0.0,71.54,81.31,18.72,0.0,12.78,184.35,280.53,1.08,0.0,0.0,0.0,0.0,72.74,0.0,0.0,63.69,0.0,6.63,2.24,0.0,0.0
3,CMI,cablestelephone,CMI,CMI,http://www.moneycontrol.com/financials/cmi/balance-sheetVI/CMI#CMI,15.03,15.03,299.04,299.04,314.07,59.22,0.0,2.15,0.92,62.29,206.62,83.31,32.79,0.23,322.94,699.3,160.96,0.24,6.31,9.45,176.96,0.0,13.04,1.18,11.67,202.85,0.0,187.68,231.34,14.19,3.16,60.08,496.45,699.3,70.96,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Finolex Cables,cablestelephone,FINOLEXCABLES,FC01,http://www.moneycontrol.com/financials/finolexcables/balance-sheetVI/FC01#FC01,30.59,30.59,2688.04,2688.04,2718.63,0.34,36.06,5.23,12.61,54.24,0.0,158.68,73.63,6.61,238.92,3011.79,386.08,0.45,27.29,0.0,413.82,479.34,0.0,3.87,45.59,942.62,246.55,593.06,187.02,933.88,0.0,108.66,2069.17,3011.79,251.49,0.0,0.0,0.0,0.0,239.8,0.0,0.0,25.7,29.21,21.98,243.49,0.0,246.55
5,Paramount Comm,cablestelephone,PARAMOUNTCOMM,PC01,http://www.moneycontrol.com/financials/paramountcommunications/balance-sheetVI/PC01#PC01,36.83,36.83,142.85,142.85,179.67,185.26,0.0,13.45,2.49,201.2,0.0,109.23,19.27,0.42,128.92,512.26,144.19,0.89,0.0,0.0,145.08,0.0,0.0,0.03,14.43,159.55,0.0,108.93,207.22,15.69,0.76,20.13,352.72,512.26,43.92,0.0,0.0,0.0,0.0,29.6,0.0,0.0,26.19,3.11,0.0,0.0,0.0,0.0
6,Sterlite Techno,cablestelephone,STERLITETECHNO,ST20,http://www.moneycontrol.com/financials/sterlitetechnologies/balance-sheetVI/ST20#ST20,80.79,80.79,1701.95,1701.95,1809.57,519.83,63.89,131.81,0.89,716.42,1105.17,1366.47,1088.46,10.02,3570.12,6096.11,2213.3,48.3,127.52,0.0,2389.12,289.1,0.0,97.83,63.87,2839.92,233.0,285.38,1413.16,170.45,0.0,1154.2,3256.19,6096.11,1977.55,0.0,0.0,0.0,0.0,1629.55,0.0,0.0,1080.22,39.37,0.0,289.1,233.0,0.0
7,Surana Telecom,cablestelephone,SURANATELECOM,ST12,http://www.moneycontrol.com/financials/suranatelecomandpower/balance-sheetVI/ST12#ST12,13.58,13.58,83.68,85.04,98.62,27.55,0.32,1.0,0.0,28.86,0.0,2.4,7.0,0.25,9.65,137.13,49.89,0.0,0.0,0.0,49.89,29.37,0.0,52.43,0.0,131.68,0.0,0.99,2.46,1.14,0.0,0.86,5.45,137.13,1.32,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,7.01,29.37,0.0,0.0,0.0
8,Tamil Telecom,cablestelephone,TAMILTELECOM,TT01,http://www.moneycontrol.com/financials/tamilnadutelecommunications/balance-sheetVI/TT01#TT01,45.68,45.68,-162.51,-162.51,-116.84,11.66,0.0,4.33,0.0,15.98,16.1,62.29,35.19,6.05,119.62,18.77,8.63,0.0,0.0,0.0,8.63,0.0,0.0,0.0,0.05,8.67,0.0,1.08,7.14,0.4,0.0,1.47,10.09,18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Vindhya Telelin,cablestelephone,VINDHYATELELIN,VT03,http://www.moneycontrol.com/financials/vindhyatelelink/balance-sheetVI/VT03#VT03,11.85,11.85,766.4,766.4,778.25,364.34,0.98,8.77,18.22,392.31,466.34,586.29,352.6,29.14,1434.38,2604.94,115.22,0.45,19.14,0.94,135.75,149.66,0.0,0.0,81.88,367.3,0.0,974.03,1102.16,12.09,0.0,149.36,2237.64,2604.94,6.82,0.0,0.0,0.0,0.0,86.28,0.0,0.0,33.87,0.0,353.3,62.17,0.0,0.0
0,AIA Engineering,castingsforgings,AIAENGINEERING,AIE01,http://www.moneycontrol.com/financials/aiaengineering/balance-sheetVI/AIE01#AIE01,18.86,18.86,3593.39,3593.39,3612.25,0.0,77.69,10.45,7.25,95.39,92.95,115.18,72.17,6.45,286.74,3994.38,856.93,8.05,32.35,0.0,897.34,15.79,0.0,5.84,78.07,997.03,1417.64,435.04,968.31,44.6,2.33,129.43,2997.35,3994.38,429.74,0.0,0.0,0.0,0.0,260.98,0.0,0.0,1933.65,10.46,14.44,2.38,1317.64,100.0
1,Alicon Castallo,castingsforgings,ALICONCASTALLO,EC06,http://www.moneycontrol.com/financials/aliconcastalloy/balance-sheetVI/EC06#EC06,6.89,6.89,308.91,308.91,315.79,122.18,26.98,5.69,6.99,161.84,184.59,125.35,48.41,3.22,361.57,839.2,346.95,3.5,12.52,2.51,374.26,11.33,0.0,5.39,17.94,408.92,0.0,95.17,298.42,8.19,0.51,27.99,430.28,839.2,75.08,0.0,0.0,0.0,0.0,54.33,0.0,0.0,245.35,0.0,0.0,11.32,0.0,0.0
2,Bharat Forge,castingsforgings,BHARATFORGE,BF03,http://www.moneycontrol.com/financials/bharatforge/balance-sheetVI/BF03#BF03,93.13,93.13,5261.94,5261.94,5355.06,1562.56,131.06,48.79,48.65,1791.06,1408.35,611.25,506.95,44.76,2571.31,9717.44,2788.98,18.79,894.53,0.29,3702.58,1290.1,0.0,55.28,406.6,5454.56,1062.5,757.6,1654.91,444.2,17.74,325.93,4262.87,9717.44,407.22,0.0,0.0,0.0,0.0,548.07,0.0,0.0,2675.31,8.68,142.27,287.76,53.42,1009.09
3,Electrosteel,castingsforgings,ELECTROSTEEL,EC02,http://www.moneycontrol.com/financials/electrosteelcastings/balance-sheetVI/EC02#EC02,43.3,43.3,2505.25,2505.25,2548.55,701.3,242.57,109.69,20.95,1074.51,603.91,332.4,405.4,20.15,1361.87,4984.92,1631.48,1.37,1165.42,0.0,2798.26,540.18,0.0,13.17,61.04,3412.65,0.01,613.55,637.78,62.66,13.17,245.1,1572.27,4984.92,864.56,0.0,0.0,0.0,0.0,566.79,0.0,0.0,1020.9,8.88,0.13,21.08,0.01,0.0
4,Hilton Metal,castingsforgings,HILTONMETAL,HMF,http://www.moneycontrol.com/financials/hiltonmetalforging/balance-sheetVI/HMF#HMF,12.44,12.44,50.24,50.24,62.69,9.93,6.7,0.0,0.79,17.42,33.83,24.42,10.77,0.15,69.17,149.27,32.24,0.0,0.0,0.87,33.11,0.01,0.0,0.0,4.92,38.04,0.0,66.8,33.51,1.6,0.0,9.33,111.24,149.27,0.0,0.0,0.0,0.0,0.0,9.26,0.0,40.65,0.0,0.0,0.0,0.01,0.0,0.0
